Código Tabela	Código Variável
2823	1000655
2823	650
2823	1000650
2823	651
2823	1000651
2823	654
2823	1000654
2823	1577
2823	1001462
2823	1578
2823	1001578
2823	2267
2823	1002267
2823	1579
2823	1001579
2823	1462
2823	1001576
2823	1001577
2823	1576
2823	1574
2823	1575
2823	1537
2823	1001537
2823	1567
2823	1001567
2823	1570
2823	1001570
2823	1001571
2823	652
2823	1571
2823	653
2823	1000653
2823	1572
2823	1001572
2823	1573
2823	1001573
2823	1001575
2823	1001574
2823	1000652
2824	1001276
2824	1000659
2824	659
2824	1001464
2824	1464
2824	1276
2824	1001277
2824	1000658
2824	658
2824	1001581
2824	1581
2824	1001580
2824	1580
2824	1277
2825	1582
2825	1001583
2825	1583
2825	1001582
2825	1000661
2825	1000656
2825	656
2825	1001465
2825	1465
2825	661
2826	1258
2826	1257
2826	1001257
2826	1001258
2826	1000664
2826	1000666
2826	667
2826	1000667
2826	666
2826	664
2826	662
2826	1595
2826	1001585
2826	1585
2826	1001584
2826	1584
2826	1000662
2826	1001235
2826	1235
2826	1001595
2827	1001588
2827	1588
2827	1001587
2827	1587
2827	1586
2827	1000669
2827	1001586
2827	1000668
2827	668
2827	1001150
2827	1150
2827	1000630
2827	630
2827	669
2828	1000631
2828	631
2828	1001419
2828	1419
2828	1001418
2828	1001417
2828	1417
2828	1418
2829	1001592
2829	1001535
2829	1535
2829	1001593
2829	1593
2829	1592
2829	1001589
2829	1591
2829	1001590
2829	1590
2829	1001591
2829	1589
2830	1001536
2830	1536
2830	1001593
2830	1593
2830	1001592
2830	1592
2830	1591
2830	1001590
2830	1590
2830	1001594
2830	1594
2830	1001591
2831	673
2831	672
2831	631
2831	630
2832	647
2832	1000647
2832	660
2832	1000660
2833	660
2833	1000660
2833	647
2833	1000647
2834	647
2834	1000647
2834	660
2834	1000660
2835	1000660
2835	647
2835	1000647
2835	660
2836	660
2836	1000660
2836	647
2836	1000647
2837	647
2837	1000647
2837	660
2837	1000660
2838	660
2838	1000660
2838	647
2838	1000647
2839	647
2839	1000647
2839	660
2839	1000660
2840	1000660
2840	647
2840	1000647
2840	660
2841	660
2841	1000660
2841	647
2841	1000647
2842	647
2842	1000647
2842	660
2842	1000660
2843	647
2843	1000647
2843	660
2843	1000660
2844	1000660
2844	660
2844	1000647
2844	647
2845	647
2845	1000647
2845	660
2845	1000660
2846	1000660
2846	647
2846	1000647
2846	660
2847	660
2847	1000660
2847	647
2847	1000647
2848	2052
2848	1002052
2848	2002
2848	1002002
2848	2053
2848	1002053
2848	2003
2848	1002003
2849	1002009
2849	2009
2850	183
2850	1000183
2851	2375
2851	1002375
2852	2008
2852	1002008
2852	2054
2852	1002054
2856	1000215
2856	215
2856	183
2856	214
2857	140
2857	1000140
2858	121
2858	1000121
2859	140
2859	1000140
2860	140
2860	1000140
2861	696
2861	1000696
2862	788
2862	1000788
2863	798
2863	1000798
2864	1000096
2864	137
2864	96
2864	1000137
2865	1000140
2865	140
2866	221
2866	1000221
2867	221
2867	1000221
2868	183
2868	214
2868	215
2868	1000215
2868	216
2868	1000216
2869	1606
2869	662
2869	1000708
2869	708
2869	1000707
2869	1000662
2869	1000706
2869	706
2869	1000630
2869	707
2869	630
2870	1607
2870	1001607
2871	695
2871	1000695
2872	1318
2872	1001318
2873	1001349
2873	1349
2874	1608
2874	1001608
2875	1349
2875	1001349
2876	1608
2876	1001608
2877	1609
2877	1001609
2878	1610
2878	1001610
2879	1611
2879	1001611
2880	1609
2880	1001609
2881	1001610
2881	1610
2882	1611
2882	1001611
2883	1612
2883	1001612
2884	1613
2884	1001613
2885	1612
2885	1001612
2886	1001613
2886	1613
2887	183
2887	214
2887	215
2887	1000215
2887	216
2887	1000216
2893	1614
2893	1001614
2894	1001609
2894	1609
2895	1001610
2895	1610
2896	1611
2896	1001611
2897	1609
2897	1001609
2898	1610
2898	1001610
2899	1611
2899	1001611
2900	1001614
2900	1614
2901	1607
2901	1001607
2902	1608
2902	1001608
2903	140
2903	1000140
2904	843
2904	849
2904	842
2905	843
2905	842
2905	849
2906	880
2907	1615
2908	1616
2908	1001616
2908	1617
2908	1618
2909	1619
2909	1617
2909	1618
2910	1618
2910	1619
2910	1617
2911	696
2911	1000696
2912	1620
2912	846
2912	845
2913	845
2913	1620
2913	846
2914	1000696
2914	696
2915	784
2915	1000784
2915	1621
2915	1622
2916	1623
2916	1001623
2917	1623
2917	1001623
2918	1001614
2918	1614
2919	1624
2919	1001624
2920	1624
2920	1001624
2921	1624
2921	1001624
2922	1624
2922	1001624
2923	1625
2923	1001625
2924	1000800
2924	800
2925	1000800
2925	800
2926	800
2926	1000800
2927	784
2927	1000784
2927	1621
2927	1622
2928	1630
2928	1629
2928	1628
2928	1627
2928	1001626
2928	1626
2928	1000155
2928	155
2929	784
2929	1000784
2929	1621
2929	1622
2930	1630
2930	1628
2930	1631
2931	1631
2931	1628
2931	1630
2932	1632
2933	630
2933	1000630
2934	1635
2934	1634
2934	1633
2934	707
2934	630
2935	227
2935	1000227
2935	228
2935	1000228
2936	227
2936	1000227
2937	1638
2937	1636
2937	1639
2937	707
2937	1637
2937	630
2938	63
2938	69
2938	66
2942	306
2942	307
2942	309
2944	1000229
2944	229
2944	228
2944	1000228
2946	74
2946	75
2946	76
2948	232
2948	234
2948	1000234
2948	1000232
2949	1000228
2949	228
2951	44
2951	68
2951	45
2952	1000461
2952	461
2952	455
2952	1000455
2952	458
2952	1000460
2952	460
2952	1000458
2953	140
2953	1000140
2953	776
2953	1000776
2953	696
2953	1000696
2954	696
2954	1000696
2955	1000696
2955	696
2956	1000696
2956	696
2957	696
2957	1000696
2958	696
2958	1000696
2959	696
2959	1000696
2960	696
2960	1000696
2961	1000696
2961	696
2962	696
2962	1000696
2963	1640
2963	1001640
2964	1641
2964	1001641
2965	696
2965	1000696
2966	1000696
2966	696
2967	926
2967	1000926
2968	696
2968	1000696
2969	696
2969	1000696
2970	696
2970	1000696
2971	1000696
2971	696
2972	138
2972	1000138
2973	138
2973	1000138
2974	93
2974	1000093
2975	134
2975	1000134
2976	690
2976	1000690
2977	1000690
2977	690
2978	1642
2978	1001642
2979	1642
2979	1001642
2980	140
2980	1000140
2981	1643
2981	1001643
2982	1001643
2982	1643
2983	1644
2983	1001644
2984	1644
2984	1001644
2985	93
2985	1000093
2986	1000140
2986	140
2987	1001645
2987	1646
2987	1000140
2987	140
2987	1645
2988	314
2988	1000314
2988	1471
2988	1001471
2988	1647
2988	1001647
2988	1648
2988	1001648
2989	1000503
2989	1000502
2989	503
2989	1000504
2989	502
2989	1000505
2989	506
2989	1000506
2989	505
2989	1000863
2989	504
2989	1000314
2989	314
2989	1000638
2989	638
2989	1000631
2989	863
2989	631
2989	1000311
2989	311
2989	1000310
2989	310
2990	225
2990	1000225
2991	225
2991	1000225
2992	1000225
2992	225
2993	230
2993	1000230
2993	231
2993	1000231
2994	1000506
2994	506
2994	1000505
2994	1000504
2994	504
2994	1000503
2994	503
2994	1000502
2994	502
2994	1000863
2994	505
2994	1000314
2994	310
2994	1000310
2994	311
2994	1000311
2994	863
2994	1000631
2994	631
2994	638
2994	1000638
2994	314
2995	6567
2995	1006567
2995	1006566
2995	6566
2996	6566
2996	1006566
2996	233
2996	1000233
2997	6566
2997	1006566
2998	1000093
2998	93
2999	1000093
2999	93
3000	93
3000	1000093
3001	800
3001	1000800
3001	1649
3001	1001649
3002	93
3002	1000093
3003	1000134
3003	134
3003	800
3003	1000800
3004	502
3004	506
3004	1000505
3004	505
3004	1000504
3004	504
3004	1000503
3004	503
3004	1000502
3004	1000863
3004	1000506
3004	1000314
3004	314
3004	1000638
3004	638
3004	1000631
3004	631
3004	1000311
3004	311
3004	1000310
3004	310
3004	863
3005	506
3005	505
3005	504
3005	503
3005	502
3005	863
3005	314
3005	638
3005	631
3005	311
3005	310
3006	643
3006	1000643
3006	1492
3006	1001492
3006	1493
3006	1494
3006	1001491
3006	1001494
3006	1495
3006	1001495
3006	1001493
3006	1491
3006	1000642
3006	1490
3006	1001490
3006	863
3006	1000863
3006	1001239
3006	866
3006	1239
3006	1398
3006	1001398
3006	642
3006	1000866
3007	506
3007	1448
3007	1001448
3007	1001497
3007	1449
3007	1001449
3007	1000506
3007	1498
3007	1001500
3007	1450
3007	1001451
3007	1001450
3007	1001498
3007	1451
3007	1497
3007	1500
3007	1001447
3007	1444
3007	1001499
3007	1447
3007	1443
3007	1001443
3007	1000504
3007	1001444
3007	1496
3007	1001496
3007	504
3007	1001445
3007	1446
3007	1001446
3007	505
3007	1000505
3007	1445
3007	1499
3008	1512
3008	1001459
3008	1459
3008	1001510
3008	1001542
3008	1542
3008	1001407
3008	1001512
3008	1510
3008	1511
3008	1462
3008	1460
3008	1001460
3008	1461
3008	1001461
3008	1513
3008	1001513
3008	1001462
3008	1407
3008	1001457
3008	1001511
3008	1457
3008	1001508
3008	1456
3008	1001456
3008	1504
3008	1001504
3008	1505
3008	1001505
3008	1506
3008	1001506
3008	1001507
3008	1452
3008	1507
3008	1509
3008	1508
3008	1001452
3008	1455
3008	1001454
3008	1001455
3008	1001453
3008	1453
3008	1001509
3008	1454
3009	1463
3009	1001464
3009	1464
3009	1001276
3009	1276
3009	1001463
3009	1000658
3009	1001547
3009	1000659
3009	659
3009	1001516
3009	1516
3009	1547
3009	658
3010	1001410
3010	1001503
3010	1503
3010	1001502
3010	1502
3010	1001501
3010	1501
3010	1001411
3010	1411
3010	1410
3010	1001470
3010	1471
3010	1000638
3010	314
3010	1000314
3010	638
3010	1001469
3010	1470
3010	1469
3010	1001471
3011	1001536
3011	1001522
3011	1536
3011	1001535
3011	1535
3011	1001524
3011	1524
3011	1001523
3011	1523
3011	1522
3011	1521
3011	1001520
3011	1520
3011	1001519
3011	1519
3011	1001518
3011	1518
3011	1001517
3011	1517
3011	1001521
3012	1484
3012	1001484
3012	1483
3012	1001483
3012	1001481
3012	1001486
3012	1485
3012	1001485
3012	1486
3012	1481
3012	1001482
3012	310
3012	1000817
3012	817
3012	1001480
3012	1480
3012	1001418
3012	1418
3012	1000631
3012	631
3012	1000310
3012	1482
3013	1000503
3013	1400
3013	504
3013	1000504
3013	502
3013	1000505
3013	506
3013	1000506
3013	503
3013	505
3013	1000502
3013	314
3013	863
3013	1000314
3013	1000638
3013	638
3013	1000631
3013	631
3013	1000311
3013	311
3013	1000310
3013	310
3013	1000863
3014	1000502
3014	1400
3014	503
3014	1000503
3014	504
3014	1000314
3014	505
3014	1000505
3014	506
3014	1000506
3014	502
3014	1000504
3014	1000643
3014	314
3014	1000863
3014	863
3014	643
3014	1000638
3014	638
3014	1000631
3014	631
3014	1000311
3014	311
3014	1000310
3014	310
3015	800
3015	1000800
3015	1649
3015	1001649
3016	134
3016	1000134
3016	800
3016	1000800
3017	800
3017	1000800
3018	800
3018	1000800
3019	1650
3019	1001650
3020	1001650
3020	1650
3021	1651
3021	1001651
3022	1651
3022	1001651
3023	1652
3023	1001652
3024	1652
3024	1001652
3025	1652
3025	1001652
3026	1652
3026	1001652
3027	1001653
3027	1653
3028	1653
3028	1001653
3029	1652
3029	1001652
3030	1652
3030	1001652
3031	1654
3031	1001654
3032	1654
3032	1001654
3033	619
3033	134
3033	1000134
3033	618
3033	1000618
3036	683
3047	1207
3048	1207
3064	2078
3064	1002378
3064	2378
3064	1002080
3064	2080
3064	1002377
3064	2377
3064	1002079
3064	2079
3064	1002078
3064	1002077
3064	2073
3064	1002076
3064	2076
3064	1002075
3064	2075
3064	1002074
3064	2074
3064	1002073
3064	1002072
3064	2072
3064	2077
3065	356
3065	1120
3065	1119
3065	1117
3065	355
3065	1118
3104	1396
3104	1395
3104	1394
3104	1397
3105	140
3105	1000140
3106	1002240
3106	2240
3106	1002239
3106	1002238
3106	2238
3106	1002237
3106	2239
3106	1002236
3106	2236
3106	1002235
3106	2235
3106	1002234
3106	2234
3106	2237
3107	93
3107	1000093
3143	2356
3143	1002355
3143	2355
3143	2354
3143	1002354
3145	93
3145	1000093
3146	134
3146	1000134
3147	1002358
3147	2357
3147	1002357
3147	2358
3148	2364
3148	1002364
3148	2360
3148	1002360
3149	1002376
3149	2376
3149	1000950
3149	950
3149	1000140
3149	1645
3149	140
3149	1001645
3150	138
3150	1000138
3150	2591
3150	1002591
3151	1002618
3151	2618
3152	96
3152	1000096
3153	96
3153	1000096
3154	96
3154	1000096
3155	96
3155	1000096
3156	1002619
3156	2619
3157	96
3157	1000096
3168	848
3168	96
3168	1000096
3168	884
3168	1000884
3168	847
3168	878
3168	879
3169	2586
3169	1002586
3169	2102
3169	1002102
3170	842
3170	843
3170	841
3170	1000841
3171	2102
3171	2103
3171	183
3172	70
3172	1000070
3173	70
3173	1000070
3174	2334
3174	1002334
3174	2104
3174	1002104
3175	1000093
3175	93
3176	138
3176	1000138
3177	140
3177	1000140
3178	183
3178	2104
3178	2105
3179	1001438
3179	1438
3180	1000093
3180	93
3181	1440
3181	1001440
3182	1458
3182	1001458
3190	1440
3190	1001440
3191	1473
3191	1001473
3192	1440
3192	1001440
3192	1475
3192	1001475
3193	140
3193	1000140
3194	350
3194	1000350
3195	1000361
3195	361
3205	2635
3205	1002635
3205	2634
3205	1002634
3205	2636
3206	1001476
3206	1476
3207	375
3207	1000375
3208	576
3208	1000576
3209	1477
3209	1001477
3210	1001478
3210	1478
3211	352
3211	1000352
3212	352
3212	1000352
3213	2591
3213	1002591
3213	358
3214	886
3214	1000886
3215	1000140
3215	140
3216	96
3216	1000096
3216	137
3216	1000137
3217	96
3217	1000096
3217	137
3217	1000137
3218	1000096
3218	96
3219	96
3219	1000096
3220	96
3220	1000096
3221	96
3221	1000096
3222	96
3222	1000096
3223	2618
3223	1002618
3224	1000360
3224	360
3241	1002668
3241	2668
3241	1002672
3241	2672
3241	2671
3241	1002671
3241	2670
3241	1002669
3241	2669
3241	1002354
3241	2354
3241	1002670
3243	1002673
3243	2634
3243	1002634
3243	2673
3251	1000126
3251	126
3251	118
3251	1000118
3261	96
3261	1000096
3263	878
3263	879
3263	848
3263	847
3263	884
3263	1000096
3263	96
3263	1000884
3264	1000888
3264	96
3264	1000096
3264	888
3264	949
3268	1000096
3268	96
3274	1000485
3274	485
3274	486
3274	5970
3274	10158
3274	484
3274	1000706
3274	706
3274	1000484
3275	1009941
3275	9941
3275	1009940
3275	9940
3275	1000495
3275	495
3275	10159
3275	1000487
3275	1000489
3275	489
3275	5971
3275	1000488
3275	488
3275	490
3275	487
3276	1000495
3276	495
3276	494
3276	1000493
3276	493
3276	10160
3276	1000492
3276	492
3276	1000491
3276	491
3276	5972
3277	140
3277	1000140
3278	885
3278	1000885
3279	71
3279	58
3279	140
3279	1000140
3280	849
3281	849
3282	842
3282	843
3283	842
3283	843
3284	1000140
3284	140
3285	1002192
3285	2192
3285	1002191
3285	2191
3285	1002190
3285	2190
3285	1002287
3285	2287
3285	1002261
3285	1002284
3285	2284
3285	2261
3285	1002262
3285	2262
3285	1002285
3285	2285
3285	2286
3285	1002286
3286	2105
3286	1002105
3286	1002104
3286	1002334
3286	2334
3286	2104
3287	2340
3287	1002340
3287	2110
3287	1002110
3287	2111
3287	1002111
3288	1002213
3288	2213
3288	1002212
3288	2212
3288	1002211
3288	2210
3288	1002210
3288	1000054
3288	54
3288	2211
3289	183
3289	2210
3289	2278
3290	2219
3290	1002219
3290	2215
3290	1002279
3290	1002218
3290	2279
3290	2218
3290	2214
3290	2217
3290	1002214
3290	1002215
3290	1002217
3290	1002216
3290	2216
3291	1002233
3291	2233
3291	2232
3291	1002231
3291	1002232
3291	1002230
3291	2230
3291	1000056
3291	56
3291	2231
3292	183
3292	2230
3292	2280
3293	301
3293	1000301
3294	1002241
3294	2241
3294	2283
3294	1002283
3295	2242
3295	2243
3295	2244
3296	301
3296	1000301
3297	2005
3297	1002005
3297	2004
3297	1002004
3298	1002004
3298	2005
3298	1002005
3298	2004
3299	2004
3299	1002004
3299	2005
3299	1002005
3300	1002054
3300	2054
3300	1002008
3300	2008
3301	2007
3301	1002007
3302	1990
3302	1001990
3302	1991
3302	1001991
3303	1001993
3303	1993
3303	1001992
3303	1992
3304	366
3304	1000366
3304	1994
3304	1001994
3305	1001995
3305	1995
3305	1000183
3305	183
3306	1001996
3306	1996
3306	2
3306	1000002
3307	38
3307	1000038
3307	1997
3307	1001997
3308	1001998
3308	1998
3308	1000039
3308	39
3309	40
3309	1000040
3309	1999
3309	1001999
3310	2003
3310	1002053
3310	2053
3310	1002003
3310	1002002
3310	1002052
3310	2052
3310	2002
3311	2009
3311	1002009
3312	183
3312	1000183
3313	2375
3313	1002375
3314	1002054
3314	2054
3314	2008
3314	1002008
3315	2238
3315	1002240
3315	2240
3315	1002239
3315	2239
3315	1002238
3315	1002237
3315	2237
3315	1002236
3315	2236
3315	1002235
3315	2235
3315	1002234
3315	2234
3316	183
3316	1000183
3317	1000183
3317	183
3318	183
3318	1000183
3318	184
3318	1000184
3319	2008
3319	1002008
3319	2054
3319	1002054
3320	1001990
3320	1990
3321	183
3321	1000183
3321	184
3321	1000184
3322	1000184
3322	183
3322	1000183
3322	184
3323	1982
3323	1000215
3323	215
3323	214
3323	362
3323	1983
3323	1000362
3323	1001983
3324	1000138
3324	138
3325	879
3325	848
3325	878
3325	847
3325	1000096
3325	884
3325	96
3325	1000884
3326	93
3326	1000093
3327	297
3327	1000297
3328	140
3328	1000140
3329	693
3329	1000693
3330	378
3330	1608
3330	379
3330	1607
3330	694
3330	695
3330	380
3331	1000093
3331	93
3332	364
3332	1000364
3332	93
3332	1000093
3333	690
3333	1000690
3334	140
3334	1000140
3335	140
3335	1000140
3336	916
3336	1000916
3337	1001983
3337	1983
3337	1982
3337	1000215
3337	1000362
3337	214
3337	362
3337	215
3338	1983
3338	1001983
3338	1000215
3338	1982
3338	214
3338	215
3338	1000362
3338	362
3339	1983
3339	1982
3339	1000215
3339	1001983
3339	214
3339	1000362
3339	362
3339	215
3340	362
3340	1000362
3340	214
3340	215
3340	1000215
3340	1982
3340	1983
3340	1001983
3341	848
3341	879
3341	878
3341	847
3341	1000884
3341	884
3341	1000096
3341	96
3342	459
3342	1000459
3342	456
3342	1000456
3343	1000481
3343	481
3343	1000480
3343	480
3343	479
3343	1000462
3343	462
3343	1000479
3344	1000595
3344	1000597
3344	597
3344	1000596
3344	596
3344	595
3344	594
3344	1000592
3344	592
3344	1000482
3344	482
3344	1000594
3345	847
3345	96
3345	1000096
3345	884
3345	1000884
3345	878
3345	848
3345	879
3346	183
3346	1000183
3347	1000183
3347	184
3347	183
3347	1000184
3348	1000183
3348	183
3349	1000183
3349	183
3350	183
3350	1000183
3351	183
3351	1000183
3352	183
3352	1000183
3352	184
3352	1000184
3353	1000184
3353	184
3353	183
3353	1000183
3354	183
3354	1000183
3354	184
3354	1000184
3355	183
3355	1000183
3355	184
3355	1000184
3356	1002373
3356	2373
3356	1002372
3356	2372
3357	701
3357	1000701
3357	599
3357	1000599
3358	599
3358	1000599
3359	599
3359	1000599
3359	701
3359	1000701
3360	701
3360	1000701
3360	599
3360	1000599
3361	701
3361	1000701
3361	599
3361	1000599
3362	1000599
3362	599
3362	1000701
3362	701
3363	701
3363	1000701
3363	599
3363	1000599
3364	701
3364	1000701
3365	599
3365	1000599
3366	1002380
3366	2380
3366	2379
3366	1002379
3367	1990
3367	1001990
3367	1991
3367	1001991
3368	40
3368	1000040
3368	1999
3368	1001999
3369	1001996
3369	1996
3369	2
3369	1000002
3370	38
3370	1000038
3370	1997
3370	1001997
3371	39
3371	1000039
3371	1998
3371	1001998
3372	183
3372	2209
3373	2387
3373	1002387
3373	2388
3373	1002386
3373	2389
3373	1002389
3373	1002388
3373	2386
3373	1002390
3373	2385
3373	2381
3373	2382
3373	2384
3373	1002385
3373	2383
3373	2390
3373	1002384
3374	183
3374	214
3374	1982
3374	215
3374	1000215
3374	216
3374	1000216
3375	221
3375	1000221
3376	392
3376	1000392
3379	743
3379	6594
3379	744
3379	6595
3379	740
3380	740
3380	748
3381	743
3381	1000743
3382	749
3382	1000749
3383	1000749
3383	749
3384	749
3384	1000749
3385	749
3385	1000749
3387	690
3387	1000690
3389	918
3389	1000918
3390	96
3390	1000096
3391	1000096
3391	96
3392	96
3392	1000096
3393	96
3393	1000096
3394	916
3394	1000916
3395	916
3395	1000916
3396	1000096
3396	96
3397	96
3397	1000096
3397	137
3397	1000137
3398	2006
3398	1002006
3399	2007
3399	1002007
3400	2054
3400	1002054
3400	2008
3400	1002008
3401	2008
3401	1002008
3401	2054
3401	1002054
3402	2379
3402	1002379
3402	2380
3402	1002380
3403	1002004
3403	2004
3403	1002005
3403	2005
3404	301
3404	1000301
3406	183
3406	1981
3406	1982
3406	215
3406	1000215
3407	1001983
3407	1983
3407	1000215
3407	1982
3407	1981
3407	183
3407	215
3408	1980
3408	1001979
3408	1979
3408	1001978
3408	1001980
3408	1001977
3408	1977
3408	183
3408	1978
3409	2557
3409	215
3409	1000215
3409	2558
3409	1983
3409	1001983
3410	183
3410	214
3411	216
3411	1000216
3411	1000215
3411	1982
3411	214
3411	183
3411	215
3412	1000215
3412	151
3412	1986
3412	1987
3412	1982
3412	215
3413	1002393
3413	2393
3413	2392
3413	2391
3413	1002392
3414	1002389
3414	2387
3414	1002387
3414	1002386
3414	1002388
3414	2389
3414	2388
3414	2386
3414	2383
3414	2385
3414	1002390
3414	2390
3414	1002384
3414	2384
3414	2382
3414	2381
3414	1002385
3415	1194
3415	1195
3416	564
3416	565
3417	1186
3417	1190
3418	564
3418	565
3419	1186
3419	1190
3420	569
3420	568
3421	5944
3421	10143
3421	1606
3421	1000662
3421	662
3421	708
3421	1000708
3421	707
3421	1000367
3421	367
3421	1000706
3421	706
3421	1000707
3422	1319
3422	1001319
3424	96
3424	1000096
3425	93
3425	1000093
3426	1000093
3426	93
3427	138
3427	1000138
3428	93
3428	1000093
3429	950
3429	1000950
3430	1000140
3430	140
3431	916
3431	1000916
3432	140
3432	1000140
3433	138
3433	1000138
3434	1000093
3434	93
3435	1001321
3435	1321
3436	1321
3436	1001321
3440	1422
3440	1001422
3441	1321
3441	1322
3441	1421
3442	1002078
3442	2079
3442	1002079
3442	2377
3442	2378
3442	2080
3442	2078
3442	1002378
3442	1002377
3442	1002077
3442	1002080
3442	1002076
3442	2072
3442	1002072
3442	2073
3442	1002073
3442	2077
3442	1002074
3442	2075
3442	1002075
3442	2076
3442	2074
3443	1002277
3443	2277
3443	1002208
3443	2208
3443	1002207
3443	2207
3443	1002206
3443	1002205
3443	2205
3443	1002204
3443	1002203
3443	2203
3443	2206
3443	2204
3445	1002110
3445	1002111
3445	2111
3445	2110
3445	2340
3445	1002340
3446	1002192
3446	2192
3446	1002191
3446	2191
3446	1002190
3446	2190
3446	1002287
3446	1002286
3446	2287
3446	1002284
3446	2284
3446	1002261
3446	2261
3446	1002262
3446	2262
3446	1002285
3446	2285
3446	2286
3447	1002308
3447	1002310
3447	2310
3447	1002309
3447	2309
3447	2308
3447	1002281
3447	2282
3447	1002282
3447	2281
3447	1002307
3447	2307
3448	2283
3448	1002283
3448	2241
3448	1002241
3449	2244
3449	2243
3449	2242
3450	1321
3450	1001321
3451	96
3451	1000096
3451	137
3451	1000137
3451	246
3452	350
3452	1000350
3453	1001424
3453	1424
3454	361
3454	1000361
3455	363
3455	1000363
3456	1425
3456	1001425
3457	1643
3457	1001643
3458	1427
3458	1001427
3459	1000916
3459	916
3460	950
3460	1000950
3461	916
3461	1000916
3462	1426
3462	1001426
3463	1001983
3463	1982
3463	1983
3463	1000215
3463	1000362
3463	214
3463	362
3463	215
3464	362
3464	1000362
3464	214
3464	215
3464	1000215
3464	1982
3464	1983
3464	1001983
3465	1001983
3465	1983
3465	1982
3465	1000215
3465	362
3465	214
3465	1000362
3465	215
3466	1982
3466	1001983
3466	1983
3466	1000215
3466	362
3466	214
3466	1000362
3466	215
3467	362
3467	1000362
3467	214
3467	215
3467	1000215
3467	1982
3467	1983
3467	1001983
3468	1000361
3468	361
3469	1000363
3469	363
3470	1000363
3470	363
3471	1428
3471	1001428
3472	1429
3472	1001429
3472	1430
3472	1001430
3472	1431
3472	1001431
3473	1001429
3473	1429
3474	1429
3474	1001429
3475	1429
3475	1001429
3476	1001432
3476	576
3476	1000576
3476	1432
3477	1001434
3477	1434
3477	1433
3477	1001433
3478	582
3478	1000582
3478	1435
3478	1001435
3479	1436
3479	1001436
3479	1437
3479	1001437
3480	1438
3480	1001438
3481	1439
3481	1001439
3482	1431
3482	1001430
3482	1001431
3482	1001429
3482	1429
3482	1430
3483	1000363
3483	363
3484	693
3484	1000693
3485	1326
3485	1001326
3486	885
3486	1000885
3487	693
3487	1000693
3488	1000693
3488	693
3489	1487
3489	1001487
3490	1001532
3490	1532
3490	1001531
3490	1531
3490	1001530
3490	1530
3490	1001538
3490	1001534
3490	1534
3490	1001529
3490	1529
3490	1001533
3490	1533
3490	1538
3491	1539
3491	1001539
3492	1001539
3492	1539
3493	1540
3493	1001540
3494	1540
3494	1001540
3495	1676
3495	1001676
3496	1330
3496	1001330
3497	848
3497	1000137
3497	847
3497	1000096
3497	137
3497	96
3498	96
3498	1000096
3499	96
3499	1000096
3499	888
3499	1000888
3500	2132
3500	1002131
3500	2131
3500	2130
3500	1002129
3500	2129
3500	1002130
3501	2125
3501	2122
3501	1002122
3501	2123
3501	1002123
3501	2124
3501	1002124
3502	1000096
3502	96
3503	96
3503	1000096
3504	96
3504	1000096
3505	96
3505	1000096
3506	96
3506	1000096
3507	96
3507	1000096
3508	1000096
3508	96
3509	1544
3509	1672
3509	1546
3509	2125
3509	1001545
3509	1545
3509	1001671
3509	1548
3509	1671
3509	1001544
3509	1002124
3509	1670
3509	1001543
3509	1543
3509	1001670
3509	1001541
3509	1541
3509	1002123
3509	2123
3509	1002122
3509	2122
3509	2124
3510	1001666
3510	1674
3510	1001674
3510	1667
3510	1675
3510	2132
3510	1668
3510	1666
3510	1669
3510	1001667
3510	1002131
3510	1551
3510	1001551
3510	1001673
3510	1673
3510	1001550
3510	1550
3510	1002130
3510	2130
3510	1002129
3510	2129
3510	2131
3511	1549
3511	1001549
3512	1001674
3512	1001666
3512	1674
3512	1667
3512	1666
3512	2132
3512	1668
3512	1675
3512	1669
3512	1001667
3512	1002131
3512	1550
3512	1001551
3512	2131
3512	2129
3512	1002129
3512	2130
3512	1002130
3512	1551
3512	1001550
3512	1673
3512	1001673
3513	96
3513	1000096
3513	137
3513	1000137
3514	848
3514	847
3515	96
3515	1000096
3515	888
3515	1000888
3516	96
3516	1000096
3517	1677
3517	1001677
3518	1678
3518	1001678
3519	1001682
3519	1682
3520	1679
3520	1001679
3521	1678
3521	1001678
3522	1683
3522	1001683
3523	1001684
3523	1684
3524	1001549
3524	1549
3525	879
3525	884
3525	1000884
3525	1883
3525	1001883
3525	878
3526	9297
3526	1009297
3526	1321
3526	1001321
3527	848
3527	847
3528	1881
3528	1001881
3529	1321
3529	1001321
3530	847
3530	1000137
3530	848
3530	1000096
3530	96
3530	137
3531	1211
3531	1001211
3531	170
3532	1201
3532	1204
3533	93
3533	1000093
3534	879
3534	878
3534	1001883
3534	1000884
3534	884
3534	1883
3535	1426
3535	1001426
3536	690
3536	1000690
3537	1474
3537	1001474
3538	1001884
3538	1884
3539	140
3539	1000140
3540	140
3540	1000140
3541	1897
3541	1001897
3542	1898
3542	1001898
3543	1001920
3543	1920
3544	1000093
3544	93
3545	1921
3545	1001921
3546	690
3546	1000690
3546	1922
3546	1001922
3547	1643
3547	1001643
3548	71
3548	58
3548	1000140
3548	140
3549	841
3549	1000841
3549	842
3549	843
3550	849
3550	842
3550	843
3551	843
3551	849
3551	842
3552	916
3552	1000916
3552	1985
3552	1984
3553	845
3553	844
3553	1000844
3553	846
3554	1620
3554	846
3554	845
3555	1620
