Código Tabela	Código Variável
5020	5328
5020	5329
5020	5326
5020	5327
5020	5325
5020	5324
5021	5330
5021	5329
5021	5328
5021	5331
5021	5326
5021	5325
5021	5324
5021	5327
5022	5324
5022	5325
5022	5326
5022	5327
5022	5328
5022	5329
5022	5330
5022	5331
5023	5331
5023	5330
5023	5329
5023	5328
5023	5326
5023	5325
5023	5324
5023	5327
5024	5331
5024	5329
5024	5328
5024	5330
5024	5326
5024	5325
5024	5324
5024	5327
5025	5339
5025	5332
5025	5333
5025	5334
5025	5335
5025	5336
5025	5337
5025	5338
5026	5337
5026	5336
5026	5338
5026	5339
5026	5335
5026	5333
5026	5334
5026	5332
5027	5339
5027	5332
5027	5333
5027	5334
5027	5335
5027	5336
5027	5337
5027	5338
5028	5338
5028	5337
5028	5336
5028	5333
5028	5334
5028	5332
5028	5339
5028	5335
5029	5338
5029	5337
5029	5339
5029	5336
5029	5332
5029	5334
5029	5333
5029	5335
5030	5332
5030	5333
5030	5334
5030	5335
5030	5336
5030	5337
5030	5338
5030	5339
5031	5347
5031	5348
5031	5346
5031	5349
5031	5344
5031	5343
5031	5342
5031	5345
5032	5429
5032	5427
5032	5428
5032	5426
5032	5422
5032	5424
5032	5423
5032	5425
5033	5422
5033	5423
5033	5424
5033	5425
5033	5426
5033	5427
5033	5428
5033	5429
5034	5348
5034	5347
5034	5346
5034	5349
5034	5344
5034	5343
5034	5342
5034	5345
5035	5428
5035	5427
5035	5426
5035	5429
5035	5424
5035	5423
5035	5422
5035	5425
5036	5342
5036	5343
5036	5344
5036	5345
5036	5346
5036	5347
5036	5348
5036	5349
5037	5427
5037	5428
5037	5429
5037	5426
5037	5424
5037	5423
5037	5422
5037	5425
5038	5422
5038	5423
5038	5424
5038	5425
5038	5426
5038	5427
5038	5428
5038	5429
5039	5348
5039	5347
5039	5346
5039	5349
5039	5344
5039	5343
5039	5342
5039	5345
5040	5428
5040	5427
5040	5426
5040	5429
5040	5424
5040	5423
5040	5422
5040	5425
5041	5342
5041	5343
5041	5344
5041	5345
5041	5346
5041	5347
5041	5348
5041	5349
5042	5347
5042	5348
5042	5346
5042	5349
5042	5344
5042	5342
5042	5345
5042	5343
5043	5357
5043	5350
5043	5351
5043	5352
5043	5353
5043	5354
5043	5355
5043	5356
5044	5357
5044	5356
5044	5355
5044	5354
5044	5351
5044	5352
5044	5350
5044	5353
5045	5490
5045	5492
5045	5491
5045	5493
5045	5489
5045	5487
5045	5486
5045	5488
5046	5350
5046	5351
5046	5352
5046	5353
5046	5354
5046	5355
5046	5356
5046	5357
5047	5357
5047	5356
5047	5355
5047	5354
5047	5350
5047	5352
5047	5351
5047	5353
5048	5491
5048	5493
5048	5492
5048	5490
5048	5487
5048	5488
5048	5489
5048	5486
5049	5350
5049	5351
5049	5352
5049	5353
5049	5354
5049	5355
5049	5356
5049	5357
5050	5493
5050	5492
5050	5491
5050	5490
5050	5486
5050	5488
5050	5487
5050	5489
5051	5355
5051	5357
5051	5356
5051	5354
5051	5353
5051	5352
5051	5351
5051	5350
5052	5436
5052	5435
5052	5434
5052	5437
5052	5432
5052	5431
5052	5430
5052	5433
5053	5486
5053	5487
5053	5488
5053	5489
5053	5490
5053	5491
5053	5492
5053	5493
5054	5492
5054	5493
5054	5491
5054	5490
5054	5489
5054	5488
5054	5487
5054	5486
5055	5364
5055	5363
5055	5362
5055	5365
5055	5360
5055	5359
5055	5358
5055	5361
5056	5486
5056	5487
5056	5488
5056	5489
5056	5490
5056	5491
5056	5492
5056	5493
5057	5435
5057	5437
5057	5436
5057	5433
5057	5432
5057	5431
5057	5430
5057	5434
5058	5364
5058	5358
5058	5359
5058	5360
5058	5361
5058	5362
5058	5363
5058	5365
5059	5436
5059	5435
5059	5434
5059	5437
5059	5432
5059	5431
5059	5430
5059	5433
5060	5436
5060	5435
5060	5437
5060	5434
5060	5430
5060	5432
5060	5431
5060	5433
5061	5364
5061	5363
5061	5362
5061	5365
5061	5360
5061	5359
5061	5358
5061	5361
5062	5430
5062	5431
5062	5432
5062	5433
5062	5434
5062	5435
5062	5436
5062	5437
5063	5436
5063	5437
5063	5435
5063	5434
5063	5432
5063	5431
5063	5430
5063	5433
5064	5365
5064	5363
5064	5362
5064	5364
5064	5360
5064	5359
5064	5358
5064	5361
5065	5365
5065	5358
5065	5359
5065	5360
5065	5361
5065	5362
5065	5363
5065	5364
5066	5444
5066	5443
5066	5445
5066	5442
5066	5438
5066	5440
5066	5439
5066	5441
5067	5358
5067	5359
5067	5360
5067	5361
5067	5362
5067	5363
5067	5364
5067	5365
5068	5445
5068	5444
5068	5443
5068	5442
5068	5438
5068	5440
5068	5439
5068	5441
5069	5443
5069	5445
5069	5444
5069	5442
5069	5438
5069	5440
5069	5439
5069	5441
5070	5438
5070	5439
5070	5440
5070	5441
5070	5442
5070	5443
5070	5444
5070	5445
5071	5443
5071	5445
5071	5444
5071	5442
5071	5438
5071	5440
5071	5441
5071	5439
5072	5373
5072	5366
5072	5367
5072	5368
5072	5369
5072	5370
5072	5371
5072	5372
5073	5444
5073	5443
5073	5442
5073	5439
5073	5440
5073	5438
5073	5445
5073	5441
5074	5372
5074	5371
5074	5373
5074	5370
5074	5366
5074	5368
5074	5367
5074	5369
5075	5446
5075	5447
5075	5448
5075	5449
5075	5450
5075	5451
5075	5452
5075	5453
5076	5451
5076	5452
5076	5450
5076	5453
5076	5448
5076	5447
5076	5446
5076	5449
5077	5453
5077	5451
5077	5452
5077	5450
5077	5446
5077	5448
5077	5447
5077	5449
5078	5366
5078	5367
5078	5368
5078	5369
5078	5370
5078	5371
5078	5372
5078	5373
5079	5452
5079	5451
5079	5450
5079	5453
5079	5448
5079	5447
5079	5446
5079	5449
5080	5452
5080	5451
5080	5450
5080	5453
5080	5448
5080	5447
5080	5446
5080	5449
5081	5366
5081	5367
5081	5368
5081	5369
5081	5370
5081	5371
5081	5372
5081	5373
5082	5451
5082	5452
5082	5453
5082	5450
5082	5448
5082	5447
5082	5446
5082	5449
5083	5366
5083	5367
5083	5368
5083	5369
5083	5370
5083	5371
5083	5372
5083	5373
5084	5460
5084	5459
5084	5458
5084	5461
5084	5456
5084	5455
5084	5454
5084	5457
5085	5460
5085	5459
5085	5458
5085	5461
5085	5456
5085	5455
5085	5454
5085	5457
5086	5366
5086	5367
5086	5368
5086	5369
5086	5370
5086	5371
5086	5372
5086	5373
5087	5459
5087	5460
5087	5458
5087	5461
5087	5456
5087	5454
5087	5457
5087	5455
5088	5461
5088	5454
5088	5455
5088	5456
5088	5457
5088	5458
5088	5459
5088	5460
5089	5461
5089	5460
5089	5459
5089	5458
5089	5455
5089	5456
5089	5454
5089	5457
5090	5378
5090	5380
5090	5379
5090	5381
5090	5377
5090	5375
5090	5374
5090	5376
5091	5454
5091	5455
5091	5456
5091	5457
5091	5458
5091	5459
5091	5460
5091	5461
5092	5381
5092	5380
5092	5379
5092	5378
5092	5374
5092	5376
5092	5375
5092	5377
5093	5483
5093	5485
5093	5484
5093	5482
5093	5478
5093	5480
5093	5481
5093	5479
5094	5374
5094	5375
5094	5376
5094	5377
5094	5378
5094	5379
5094	5380
5094	5381
5095	5381
5095	5380
5095	5379
5095	5378
5095	5374
5095	5376
5095	5375
5095	5377
5096	5484
5096	5485
5096	5482
5096	5483
5096	5480
5096	5481
5096	5479
5096	5478
5097	5420
5097	5419
5097	5418
5097	5421
5097	5416
5097	5415
5097	5414
5097	5417
5098	5374
5098	5375
5098	5376
5098	5377
5098	5378
5098	5379
5098	5380
5098	5381
5099	5379
5099	5381
5099	5380
5099	5378
5099	5375
5099	5376
5099	5377
5099	5374
5100	5414
5100	5415
5100	5416
5100	5417
5100	5418
5100	5419
5100	5420
5100	5421
5101	5485
5101	5484
5101	5483
5101	5482
5101	5478
5101	5480
5101	5479
5101	5481
5102	5419
5102	5421
5102	5420
5102	5418
5102	5414
5102	5416
5102	5415
5102	5417
5103	5478
5103	5479
5103	5480
5103	5481
5103	5482
5103	5483
5103	5484
5103	5485
5104	5387
5104	5389
5104	5388
5104	5386
5104	5385
5104	5384
5104	5383
5104	5382
5105	5414
5105	5415
5105	5416
5105	5417
5105	5418
5105	5419
5105	5420
5105	5421
5106	5388
5106	5387
5106	5386
5106	5389
5106	5384
5106	5383
5106	5382
5106	5385
5107	5420
5107	5419
5107	5418
5107	5421
5107	5416
5107	5415
5107	5414
5107	5417
5108	5478
5108	5479
5108	5480
5108	5481
5108	5482
5108	5483
5108	5484
5108	5485
5109	5387
5109	5388
5109	5386
5109	5389
5109	5384
5109	5382
5109	5385
5109	5383
5110	5421
5110	5414
5110	5415
5110	5416
5110	5417
5110	5418
5110	5419
5110	5420
5111	5389
5111	5388
5111	5387
5111	5386
5111	5383
5111	5384
5111	5382
5111	5385
5112	5482
5112	5484
5112	5483
5112	5485
5112	5481
5112	5479
5112	5478
5112	5480
5113	5388
5113	5387
5113	5386
5113	5389
5113	5384
5113	5383
5113	5382
5113	5385
5114	5406
5114	5407
5114	5408
5114	5409
5114	5410
5114	5411
5114	5412
5114	5413
5115	5387
5115	5388
5115	5389
5115	5386
5115	5384
5115	5382
5115	5385
5115	5383
5116	5413
5116	5406
5116	5407
5116	5408
5116	5409
5116	5410
5116	5411
5116	5412
5117	5412
5117	5411
5117	5410
5117	5407
5117	5408
5117	5406
5117	5413
5117	5409
5118	5412
5118	5411
5118	5413
5118	5410
5118	5406
5118	5408
5118	5407
5118	5409
5119	5406
5119	5407
5119	5408
5119	5409
5119	5410
5119	5411
5119	5412
5119	5413
5120	5395
5120	5396
5120	5394
5120	5397
5120	5392
5120	5391
5120	5390
5120	5393
5121	5413
5121	5412
5121	5411
5121	5410
5121	5407
5121	5408
5121	5406
5121	5409
5122	5390
5122	5391
5122	5392
5122	5393
5122	5394
5122	5395
5122	5396
5122	5397
5123	5397
5123	5396
5123	5395
5123	5394
5123	5390
5123	5392
5123	5391
5123	5393
5124	5395
5124	5397
5124	5396
5124	5394
5124	5390
5124	5392
5124	5391
5124	5393
5125	5390
5125	5391
5125	5392
5125	5393
5125	5394
5125	5395
5125	5396
5125	5397
5126	5394
5126	5396
5126	5395
5126	5397
5126	5393
5126	5391
5126	5390
5126	5392
5127	5404
5127	5403
5127	5402
5127	5405
5127	5400
5127	5399
5127	5398
5127	5401
5128	5398
5128	5399
5128	5400
5128	5401
5128	5402
5128	5403
5128	5404
5128	5405
5129	5404
5129	5405
5129	5403
5129	5402
5129	5400
5129	5399
5129	5398
5129	5401
5130	5405
5130	5403
5130	5402
5130	5404
5130	5400
5130	5399
5130	5398
5130	5401
5131	5405
5131	5398
5131	5399
5131	5400
5131	5401
5131	5402
5131	5403
5131	5404
5132	5404
5132	5403
5132	5405
5132	5402
5132	5398
5132	5400
5132	5399
5132	5401
5133	5696
5133	5697
5133	5698
5133	5699
5133	5700
5133	5701
5133	5702
5133	5703
5134	5703
5134	5702
5134	5701
5134	5700
5134	5696
5134	5698
5134	5697
5134	5699
5135	5701
5135	5703
5135	5702
5135	5700
5135	5696
5135	5698
5135	5697
5135	5699
5136	5696
5136	5697
5136	5698
5136	5699
5136	5700
5136	5701
5136	5702
5136	5703
5137	5701
5137	5703
5137	5702
5137	5700
5137	5696
5137	5698
5137	5697
5137	5699
5138	5702
5138	5701
5138	5700
5138	5703
5138	5698
5138	5697
5138	5696
5138	5699
5139	5462
5139	5463
5139	5464
5139	5465
5139	5466
5139	5467
5139	5468
5139	5469
5140	5468
5140	5469
5140	5467
5140	5466
5140	5464
5140	5463
5140	5462
5140	5465
5141	5532
5141	5530
5141	5529
5141	5531
5141	5527
5141	5526
5141	5525
5141	5528
5142	5604
5142	5597
5142	5598
5142	5599
5142	5600
5142	5601
5142	5602
5142	5603
5143	5603
5143	5602
5143	5604
5143	5601
5143	5599
5143	5598
5143	5597
5143	5600
5144	96
5144	2225
5144	5949
5144	5951
5145	5598
5145	5597
5145	5599
5145	5600
5145	5601
5145	5602
5145	5603
5145	5604
5146	5603
5146	5604
5146	5602
5146	5601
5146	5599
5146	5598
5146	5597
5146	5600
5147	5531
5147	5525
5147	5526
5147	5527
5147	5528
5147	5529
5147	5530
5147	5532
5148	5603
5148	5602
5148	5601
5148	5604
5148	5599
5148	5598
5148	5597
5148	5600
5149	5531
5149	5530
5149	5532
5149	5529
5149	5527
5149	5526
5149	5525
5149	5528
5150	5462
5150	5463
5150	5464
5150	5465
5150	5466
5150	5467
5150	5468
5150	5469
5151	5532
5151	5531
5151	5530
5151	5529
5151	5526
5151	5527
5151	5525
5151	5528
5152	5673
5152	5503
5152	5672
5152	5502
5152	5683
5152	5513
5152	137
5152	5682
5152	5512
5152	2225
5152	96
5152	2228
5153	137
5153	2228
5153	5950
5153	5952
5154	5530
5154	5532
5154	5529
5154	5531
5154	5527
5154	5526
5154	5525
5154	5528
5155	5604
5155	5602
5155	5603
5155	5601
5155	5597
5155	5599
5155	5598
5155	5600
5156	5525
5156	5526
5156	5527
5156	5528
5156	5529
5156	5530
5156	5531
5156	5532
5157	5596
5157	5594
5157	5593
5157	5595
5157	5591
5157	5590
5157	5589
5157	5592
5158	5596
5158	5594
5158	5593
5158	5595
5158	5591
5158	5590
5158	5589
5158	5592
5159	5596
5159	5589
5159	5590
5159	5591
5159	5592
5159	5593
5159	5594
5159	5595
5160	5595
5160	5594
5160	5596
5160	5593
5160	5591
5160	5590
5160	5589
5160	5592
5161	5595
5161	5589
5161	5590
5161	5591
5161	5592
5161	5593
5161	5594
5161	5596
5162	5595
5162	5594
5162	5593
5162	5589
5162	5591
5162	5590
5162	5596
5162	5592
5163	5710
5163	5706
5163	5711
5163	5709
5163	5704
5163	5707
5163	5705
5163	5708
5164	96
5164	2225
5164	5508
5164	5678
5165	5508
5165	5678
5166	137
5166	2228
5166	5510
5166	5680
5167	5681
5167	5511
5168	5505
5168	5674
5168	5675
5168	5504
5168	137
5168	2225
5168	96
5168	2228
5169	5502
5169	5672
5169	5503
5169	5673
5170	5514
5170	5685
5170	5515
5170	5684
5170	2225
5170	137
5170	96
5170	2228
5171	5673
5171	5503
5171	5672
5171	5502
5172	5682
5172	5513
5172	5683
5172	5512
5172	96
5172	137
5172	2225
5172	2228
5173	5518
5173	5688
5173	5514
5173	5684
5174	5674
5174	5505
5174	5504
5174	5675
5174	137
5174	2225
5174	96
5174	2228
5175	5687
5175	5517
5175	5516
5175	5686
5176	5685
5176	5515
5176	5519
5176	5689
5177	5518
5177	5688
5177	5514
5177	5684
5177	5519
5177	5689
5177	5515
5177	5685
5178	5339
5178	5338
5178	5337
5178	5336
5178	5333
5178	5334
5178	5332
5178	5335
5179	5347
5179	5349
5179	5348
5179	5346
5179	5342
5179	5344
5179	5343
5179	5345
5180	5356
5180	5350
5180	5351
5180	5352
5180	5353
5180	5354
5180	5355
5180	5357
5181	5365
5181	5364
5181	5363
5181	5362
5181	5360
5181	5359
5181	5358
5181	5361
5182	5366
5182	5367
5182	5368
5182	5369
5182	5370
5182	5371
5182	5372
5182	5373
5183	5381
5183	5380
5183	5378
5183	5379
5183	5376
5183	5375
5183	5374
5183	5377
5184	5389
5184	5388
5184	5386
5184	5387
5184	5384
5184	5383
5184	5382
5184	5385
5185	5396
5185	5390
5185	5391
5185	5392
5185	5393
5185	5394
5185	5395
5185	5397
5186	5411
5186	5412
5186	5410
5186	5413
5186	5408
5186	5407
5186	5406
5186	5409
5187	5420
5187	5419
5187	5421
5187	5418
5187	5414
5187	5416
5187	5415
5187	5417
5188	5428
5188	5427
5188	5426
5188	5429
5188	5424
5188	5423
5188	5422
5188	5425
5189	5430
5189	5431
5189	5432
5189	5433
5189	5434
5189	5435
5189	5436
5189	5437
5190	5684
5190	5514
5190	1005514
5190	5518
5190	5688
5191	5519
5191	5689
5191	5515
5191	5685
5192	1005514
5192	5518
5192	5688
5192	5514
5192	5684
5193	5444
5193	5443
5193	5442
5193	5438
5193	5440
5193	5439
5193	5445
5193	5441
5194	5452
5194	5451
5194	5453
5194	5450
5194	5446
5194	5448
5194	5447
5194	5449
5195	5454
5195	5455
5195	5456
5195	5457
5195	5458
5195	5459
5195	5460
5195	5461
5196	5476
5196	5475
5196	5474
5196	5477
5196	5472
5196	5471
5196	5470
5196	5473
5197	5519
5197	5689
5197	5515
5197	5685
5198	5405
5198	5404
5198	5403
5198	5402
5198	5400
5198	5399
5198	5398
5198	5401
5199	5684
5199	5518
5199	5688
5199	5514
5199	1005514
5200	5515
5200	5685
5200	5519
5200	5689
5201	5518
5201	5688
5201	5514
5201	1005514
5201	5684
5202	5685
5202	5515
5202	5689
5202	5519
5203	5518
5203	5688
5203	5514
5203	1005514
5203	5684
5204	5515
5204	5685
5204	5519
5204	5689
5205	5704
5205	5705
5205	5706
5205	5707
5205	5708
5205	5709
5205	5710
5205	5711
5206	5485
5206	5484
5206	5483
5206	5482
5206	5478
5206	5480
5206	5479
5206	5481
5207	5491
5207	5492
5207	5490
5207	5493
5207	5488
5207	5486
5207	5489
5207	5487
5208	5540
5208	5533
5208	5534
5208	5535
5208	5536
5208	5537
5208	5538
5208	5539
5209	5540
5209	5539
5209	5538
5209	5537
5209	5534
5209	5535
5209	5533
5209	5536
5210	5537
5210	5539
5210	5538
5210	5540
5210	5536
5210	5534
5210	5533
5210	5535
5211	5539
5211	5538
5211	5537
5211	5540
5211	5535
5211	5534
5211	5533
5211	5536
5212	5541
5212	5542
5212	5543
5212	5544
5212	5545
5212	5546
5212	5547
5212	5548
5213	5540
5213	5539
5213	5537
5213	5538
5213	5535
5213	5533
5213	5536
5213	5534
5214	5548
5214	5541
5214	5542
5214	5543
5214	5544
5214	5545
5214	5546
5214	5547
5215	5539
5215	5538
5215	5537
5215	5534
5215	5535
5215	5533
5215	5540
5215	5536
5216	5547
5216	5546
5216	5548
5216	5545
5216	5541
5216	5543
5216	5542
5216	5544
5217	5541
5217	5542
5217	5543
5217	5544
5217	5545
5217	5546
5217	5547
5217	5548
5218	5546
5218	5547
5218	5545
5218	5548
5218	5543
5218	5542
5218	5541
5218	5544
5219	5556
5219	5555
5219	5554
5219	5553
5219	5550
5219	5551
5219	5549
5219	5552
5220	5541
5220	5542
5220	5543
5220	5544
5220	5545
5220	5546
5220	5547
5220	5548
5221	5556
5221	5555
5221	5554
5221	5553
5221	5549
5221	5551
5221	5550
5221	5552
5222	5554
5222	5556
5222	5555
5222	5553
5222	5549
5222	5551
5222	5550
5222	5552
5223	5549
5223	5550
5223	5551
5223	5552
5223	5553
5223	5554
5223	5555
5223	5556
5224	5553
5224	5555
5224	5554
5224	5556
5224	5552
5224	5550
5224	5549
5224	5551
5225	5557
5225	5558
5225	5559
5225	5560
5225	5561
5225	5562
5225	5563
5225	5564
5226	5555
5226	5554
5226	5553
5226	5556
5226	5551
5226	5550
5226	5549
5226	5552
5227	5563
5227	5562
5227	5561
5227	5564
5227	5559
5227	5558
5227	5557
5227	5560
5228	5557
5228	5558
5228	5559
5228	5560
5228	5561
5228	5562
5228	5563
5228	5564
5229	5562
5229	5563
5229	5561
5229	5564
5229	5559
5229	5557
5229	5560
5229	5558
5230	5564
5230	5557
5230	5558
5230	5559
5230	5560
5230	5561
5230	5562
5230	5563
5231	5564
5231	5563
5231	5562
5231	5561
5231	5558
5231	5559
5231	5557
5231	5560
5232	5474
5232	5476
5232	5475
5232	5477
5232	5473
5232	5471
5232	5470
5232	5472
5233	5518
5233	5688
5233	5605
5233	1005605
5233	5692
5234	5693
5234	5606
5234	5519
5234	5689
5235	5518
5235	5688
5235	5514
5235	5684
5236	5519
5236	5689
5236	5515
5236	5685
5237	5687
5237	5517
5237	5516
5237	5686
5238	5518
5238	5688
5238	5514
5238	5684
5239	5519
5239	5689
5239	5515
5239	5685
5240	5684
5240	5514
5240	5518
5240	5688
5241	5519
5241	5689
5241	5515
5241	5685
5242	5518
5242	5688
5242	5514
5242	5684
5243	5515
5243	5685
5243	5689
5243	5519
5244	5518
5244	5688
5244	5514
5244	5684
5245	5685
5245	5519
5245	5689
5245	5515
5246	5476
5246	5475
5246	5474
5246	5477
5246	5472
5246	5471
5246	5470
5246	5473
5247	5476
5247	5475
5247	5477
5247	5474
5247	5470
5247	5472
5247	5471
5247	5473
5248	5470
5248	5471
5248	5472
5248	5473
5248	5474
5248	5475
5248	5476
5248	5477
5249	5476
5249	5475
5249	5474
5249	5477
5249	5472
5249	5471
5249	5470
5249	5473
5250	5579
5250	5578
5250	5577
5250	5580
5250	5575
5250	5574
5250	5573
5250	5576
5251	5573
5251	5574
5251	5575
5251	5576
5251	5577
5251	5578
5251	5579
5251	5580
5252	5579
5252	5580
5252	5578
5252	5577
5252	5575
5252	5574
5252	5573
5252	5576
5253	5580
5253	5579
5253	5578
5253	5577
5253	5574
5253	5575
5253	5576
5253	5573
5254	5580
5254	5573
5254	5574
5254	5575
5254	5576
5254	5577
5254	5578
5254	5579
5255	5578
5255	5577
5255	5576
5255	5574
5255	5573
5255	5579
5255	5575
5255	5580
5256	5582
5256	5587
5256	5588
5256	5586
5256	5581
5256	5584
5256	5583
5256	5585
5257	5581
5257	5582
5257	5583
5257	5584
5257	5585
5257	5586
5257	5587
5257	5588
5258	5585
5258	5587
5258	5586
5258	5588
5258	5584
5258	5582
5258	5581
5258	5583
5259	5581
5259	5582
5259	5583
5259	5584
5259	5585
5259	5586
5259	5587
5259	5588
5260	5587
5260	5586
5260	5585
5260	5588
5260	5583
5260	5582
5260	5581
5260	5584
5261	5587
5261	5586
5261	5585
5261	5588
5261	5583
5261	5582
5261	5581
5261	5584
5262	5316
5262	5317
5262	5318
5262	5319
5262	5320
5262	5321
5262	5322
5262	5323
5263	5710
5263	5711
5263	5709
5263	5708
5263	5706
5263	5705
5263	5704
5263	5707
5264	5711
5264	5710
5264	5709
5264	5708
5264	5705
5264	5706
5264	5704
5264	5707
5265	5704
5265	5705
5265	5706
5265	5707
5265	5708
5265	5709
5265	5710
5265	5711
5266	5711
5266	5710
5266	5709
5266	5708
5266	5704
5266	5706
5266	5705
5266	5707
5267	5717
5267	5719
5267	5718
5267	5716
5267	5712
5267	5714
5267	5713
5267	5715
5268	5712
5268	5713
5268	5714
5268	5715
5268	5716
5268	5717
5268	5718
5268	5719
5269	5717
5269	5719
5269	5718
5269	5716
5269	5715
5269	5714
5269	5713
5269	5712
5270	5712
5270	5713
5270	5714
5270	5715
5270	5716
5270	5717
5270	5718
5270	5719
5271	5718
5271	5717
5271	5716
5271	5719
5271	5714
5271	5713
5271	5712
5271	5715
5272	5718
5272	5717
5272	5716
5272	5719
5272	5714
5272	5713
5272	5712
5272	5715
5273	5720
5273	5721
5273	5722
5273	5723
5273	5724
5273	5725
5273	5726
5273	5727
5274	5725
5274	5726
5274	5724
5274	5727
5274	5722
5274	5721
5274	5720
5274	5723
5275	5720
5275	5721
5275	5722
5275	5723
5275	5724
5275	5725
5275	5726
5275	5727
5276	5726
5276	5725
5276	5724
5276	5727
5276	5722
5276	5721
5276	5720
5276	5723
5277	5726
5277	5725
5277	5724
5277	5727
5277	5722
5277	5721
5277	5720
5277	5723
5278	5720
5278	5721
5278	5722
5278	5723
5278	5724
5278	5725
5278	5726
5278	5727
5279	5733
5279	5734
5279	5732
5279	5735
5279	5730
5279	5728
5279	5731
5279	5729
5280	5735
5280	5728
5280	5729
5280	5730
5280	5731
5280	5732
5280	5733
5280	5734
5281	5735
5281	5734
5281	5733
5281	5732
5281	5729
5281	5730
5281	5728
5281	5731
5282	5732
5282	5734
5282	5733
5282	5735
5282	5731
5282	5729
5282	5728
5282	5730
5283	5734
5283	5733
5283	5732
5283	5735
5283	5730
5283	5729
5283	5728
5283	5731
5284	5728
5284	5729
5284	5730
5284	5731
5284	5732
5284	5733
5284	5734
5284	5735
5285	5742
5285	5743
5285	5741
5285	5740
5285	5738
5285	5737
5285	5736
5285	5739
5286	5743
5286	5742
5286	5741
5286	5740
5286	5737
5286	5738
5286	5736
5286	5739
5287	5736
5287	5737
5287	5738
5287	5739
5287	5740
5287	5741
5287	5742
5287	5743
5288	5743
5288	5742
5288	5741
5288	5740
5288	5736
5288	5738
5288	5737
5288	5739
5289	5741
5289	5743
5289	5742
5289	5740
5289	5736
5289	5738
5289	5737
5289	5739
5290	5736
5290	5737
5290	5738
5290	5739
5290	5740
5290	5741
5290	5742
5290	5743
5291	5749
5291	5751
5291	5750
5291	5748
5291	5747
5291	5746
5291	5745
5291	5744
5292	5744
5292	5745
5292	5746
5292	5747
5292	5748
5292	5749
5292	5750
5292	5751
5293	5750
5293	5749
5293	5748
5293	5751
5293	5746
5293	5745
5293	5744
5293	5747
5294	5750
5294	5749
5294	5748
5294	5751
5294	5746
5294	5745
5294	5744
5294	5747
5295	5744
5295	5745
5295	5746
5295	5747
5295	5748
5295	5749
5295	5750
5295	5751
5296	5749
5296	5750
5296	5748
5296	5751
5296	5746
5296	5745
5296	5744
5296	5747
5297	5752
5297	5753
5297	5754
5297	5755
5297	5756
5297	5757
5297	5758
5297	5759
5298	5758
5298	5757
5298	5756
5298	5759
5298	5754
5298	5753
5298	5752
5298	5755
5299	5758
5299	5757
5299	5756
5299	5759
5299	5754
5299	5753
5299	5752
5299	5755
5300	5752
5300	5753
5300	5754
5300	5755
5300	5756
5300	5757
5300	5758
5300	5759
5301	5757
5301	5758
5301	5756
5301	5759
5301	5754
5301	5752
5301	5755
5301	5753
5302	5759
5302	5752
5302	5753
5302	5754
5302	5755
5302	5756
5302	5757
5302	5758
5303	5767
5303	5766
5303	5765
5303	5764
5303	5761
5303	5762
5303	5760
5303	5763
5304	5764
5304	5766
5304	5765
5304	5767
5304	5763
5304	5761
5304	5760
5304	5762
5305	5766
5305	5765
5305	5764
5305	5767
5305	5762
5305	5761
5305	5760
5305	5763
5306	5760
5306	5761
5306	5762
5306	5763
5306	5764
5306	5765
5306	5766
5306	5767
5307	5765
5307	5766
5307	5764
5307	5767
5307	5762
5307	5760
5307	5763
5307	5761
5308	5767
5308	5760
5308	5761
5308	5762
5308	5763
5308	5764
5308	5765
5308	5766
5309	5774
5309	5773
5309	5772
5309	5769
5309	5770
5309	5768
5309	5775
5309	5771
5310	5774
5310	5773
5310	5775
5310	5772
5310	5768
5310	5770
5310	5769
5310	5771
5311	5768
5311	5769
5311	5770
5311	5771
5311	5772
5311	5773
5311	5774
5311	5775
5312	5773
5312	5774
5312	5772
5312	5775
5312	5770
5312	5769
5312	5768
5312	5771
5313	5775
5313	5774
5313	5773
5313	5772
5313	5769
5313	5770
5313	5768
5313	5771
5314	5768
5314	5769
5314	5770
5314	5771
5314	5772
5314	5773
5314	5774
5314	5775
5315	5783
5315	5782
5315	5781
5315	5780
5315	5776
5315	5778
5315	5777
5315	5779
5316	5781
5316	5783
5316	5782
5316	5780
5316	5776
5316	5778
5316	5777
5316	5779
5317	5776
5317	5777
5317	5778
5317	5779
5317	5780
5317	5781
5317	5782
5317	5783
5318	5788
5318	5790
5318	5789
5318	5791
5318	5787
5318	5785
5318	5784
5318	5786
5319	5784
5319	5785
5319	5786
5319	5787
5319	5788
5319	5789
5319	5790
5319	5791
5320	5782
5320	5781
5320	5780
5320	5783
5320	5778
5320	5777
5320	5776
5320	5779
5321	5790
5321	5789
5321	5788
5321	5791
5321	5786
5321	5785
5321	5784
5321	5787
5322	5776
5322	5777
5322	5778
5322	5779
5322	5780
5322	5781
5322	5782
5322	5783
5323	5789
5323	5790
5323	5788
5323	5791
5323	5786
5323	5784
5323	5787
5323	5785
5324	5783
5324	5776
5324	5777
5324	5778
5324	5779
5324	5780
5324	5781
5324	5782
5325	5791
5325	5790
5325	5789
5325	5788
5325	5785
5325	5786
5325	5784
5325	5787
5326	5788
5326	5790
5326	5789
5326	5791
5326	5787
5326	5785
5326	5784
5326	5786
5327	5798
5327	5797
5327	5796
5327	5799
5327	5794
5327	5793
5327	5792
5327	5795
