código,nome,descrição,atualizado_em,Unidade,num_registros,primeira_data,ultima_data,intervalo_dias,valor_min,valor_max,media_valor,desvio_padrao_valor,media_frequencia,frequencia,status_atividade,status_download
16974,"PSBR, Flows accumulated in the year, Operational result, Total, Consolidated public sector with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Operational result, Total, Consolidated public sector with Petrobras and Eletrobras.",2024-09-15 17:03:13,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-7997.15,64499.69,6749.949692307692,12719.674696204072,30.2,Mensal,Inativa,
16975,"PSBR, Flows accumulated in the year, Operational result, Internal, State enterprises with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Operational result, Internal State enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:13,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-7521.11,6337.51,95.4518461538462,1988.2360547756248,30.2,Mensal,Inativa,
16976,"PSBR, Flows accumulated in the year, Operational result, Internal, Federal government enterprises with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Operational result, Internal Federal government enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:14,R$ (million)</p>,47.0,1998-01-01,2001-11-01,8354.0,-7273.86,4480.11,-120.38297872340424,2317.6578565101254,29.78723404255319,Mensal,Inativa,
16977,"PSBR, Flows accumulated in the year, Operational result, Internal, Consolidated public sector with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Operational result, Internal Consolidated public sector with Petrobras and Eletrobras.",2024-09-15 17:03:14,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-17556.08,53195.71,6774.732923076924,14976.58810735938,30.2,Mensal,Inativa,
16978,"PSBR, Flows accumulated in the year, Operational result, External, State enterprises with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Operational result, External State enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:15,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-2888.33,3151.97,-271.70215384615386,1083.9219929067558,30.2,Mensal,Inativa,
16979,"PSBR, Flows accumulated in the year, Operational result, External, Federal government enterprises with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Operational result, External Federal government enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:16,R$ (million)</p>,47.0,1998-01-01,2001-11-01,8354.0,-2531.9,692.39,-1233.3140425531917,907.6513034838384,29.78723404255319,Mensal,Inativa,
16980,"PSBR, Flows accumulated in the year, Operational result, External, Consolidated public sector with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Operational result, External Consolidated public sector with Petrobras and Eletrobras.",2024-09-15 17:03:17,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-22227.85,22081.58,-365.32123076923074,8525.634079979538,30.2,Mensal,Inativa,
16981,"PSBR, Flows accumulated in the year, Real interest, Total, State enterprises with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Real interest, Total, State enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:17,R$ (million)</p>,129.0,1991-03-01,2001-11-01,8354.0,0.0,7856.69,1577.1245736434107,1686.6024895861317,30.21705426356589,Mensal,Inativa,
16982,"PSBR, Flows accumulated in the year, Real interest, Total, Federal government enterprises with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Real interest, Total, Federal government enterprises with Petrobras and Eletrobras.",2024-09-15 17:03:18,R$ (million)</p>,47.0,1998-01-01,2001-11-01,8354.0,-288.59,3073.89,887.8872340425531,1023.2406366554508,29.78723404255319,Mensal,Inativa,
16983,"PSBR, Flows accumulated in the year, Real interest, Total, Consolidated public sector with Petrobras and Eletrobras","<p>PSBR, Flows accumulated in the year, Real interest, Total, Consolidated public sector with Petrobras and Eletrobras.",2024-09-15 17:03:18,R$ (million)</p>,130.0,1991-02-01,2001-11-01,8354.0,-0.2,64605.99,15460.279923076923,15647.369659847283,30.2,Mensal,Inativa,
